Year,ID,Entry, Total , earmarked , other , non-EU , EU-28 , BE , BG , CZ , DK , DE , EE , IE , EL , ES , FR , HR , IT , CY , LV , LT , LU , HU , MT , NL , AT , PL , PT , RO , SI , SK , FI , SE , UK 
2015,1.1.10,European Fund for Strategic Investments (EFSI),3.6,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1.1.11,Implementation and exploitation of European satellite navigation systems (EGNOS and GALILEO),836.5,0.2,155.0,14.1,667.2,6.3,0.0,0.0,0.0,140.4,0.0,0.0,0.0,4.3,315.2,0.0,135.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4
2015,1.1.12,International Thermonuclear Experimental Reactor (ITER),417.7,22.8,0.2,68.9,325.8,4.2,0.0,0.0,0.4,8.7,0.0,0.3,0.0,74.3,175.1,0.0,54.2,0.0,0.0,0.0,0.3,0.3,0.0,0.7,1.1,0.0,1.6,0.0,0.0,0.0,0.9,0.1,3.5
2015,1.1.13,European Earth Observation Programme (Copernicus),526.2,0.0,0.6,0.0,525.6,4.4,0.0,0.0,0.0,18.6,0.0,0.0,0.0,1.9,473.6,0.0,3.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.3,17.6
2015,1.1.2,Nuclear decommissioning assistance programmes,149.7,0.0,0.0,0.0,149.7,0.0,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0
2015,1.1.3,Common Strategic Framework (CSF) Research and Innovation,"9,985.5",381.9,736.9,"1,071.0","7,795.8",756.0,9.3,49.5,184.9,"1,211.2",22.2,141.1,196.0,728.8,807.9,12.2,612.5,24.2,7.5,6.9,26.8,44.4,2.9,839.2,216.6,59.0,98.0,17.3,34.0,7.9,151.9,247.6,"1,280.1"
2015,1.1.31,The Framework Programme for Research and Innovation (Horizon 2020),"9,626.8",354.9,734.6,954.7,"7,582.6",745.2,8.5,48.8,184.8,"1,120.9",22.2,141.0,195.9,724.7,791.8,12.2,605.6,24.2,7.4,6.1,26.6,44.0,2.9,835.2,216.5,57.9,97.9,17.1,33.8,7.7,151.0,243.1,"1,209.7"
2015,1.1.32,Euratom Research and Training Programme,358.7,27.0,2.3,116.2,213.2,10.9,0.8,0.7,0.1,90.3,0.0,0.1,0.1,4.1,16.1,0.0,6.9,0.0,0.0,0.8,0.2,0.4,0.0,4.0,0.1,1.1,0.2,0.2,0.2,0.1,0.9,4.5,70.4
2015,1.1.4,Programme for the Competitiveness of Enterprises and small and medium-sized enterprises (COSME),347.6,4.3,201.2,7.8,134.2,24.1,1.2,1.9,1.7,18.2,0.4,1.1,2.7,13.0,12.0,0.7,14.8,0.4,0.6,1.1,1.9,0.8,0.3,3.5,2.7,5.2,1.9,2.5,1.1,1.2,1.4,2.9,15.0
2015,1.1.5,"The Union Programme for Education, Training and Sport (Erasmus+)","1,834.2",221.3,0.2,84.6,"1,528.0",100.4,27.1,36.4,25.3,169.5,13.9,20.2,19.7,167.0,159.3,15.0,174.5,10.4,16.9,13.3,19.6,32.3,6.1,63.5,30.5,81.0,44.9,55.3,17.5,23.1,29.5,35.2,120.8
2015,1.1.6,European Union Programme for Employment and Social Innovation (EaSI),88.3,1.1,22.9,2.4,61.9,19.4,0.1,0.2,0.8,4.6,0.1,0.7,0.6,2.9,8.5,0.2,4.9,0.0,0.5,0.4,4.5,0.5,0.1,2.3,0.9,0.6,0.7,0.3,0.3,0.6,0.1,0.7,6.3
2015,1.1.7,"Action Programmes for customs, for taxation and for anti-fraud in the European Union (Customs 2020, Fiscalis 2020 and Anti-Fraud)",109.1,3.7,16.5,51.8,37.1,18.5,1.2,0.2,0.4,0.5,0.4,0.3,0.5,0.8,0.9,1.2,1.2,0.2,0.6,1.6,2.0,0.9,0.5,0.5,0.1,1.2,1.1,0.4,0.2,0.4,0.5,0.6,0.5
2015,1.1.8,Connecting Europe Facility (CEF),"1,414.4",84.7,86.1,382.2,861.5,88.1,3.1,1.3,29.1,259.9,0.6,10.1,3.7,143.9,79.6,2.8,23.5,0.6,1.0,21.9,16.0,1.0,0.4,32.1,53.3,5.8,9.1,0.6,13.6,5.2,8.3,9.6,37.1
2015,1.1.81,Energy,77.7,0.0,0.4,15.2,62.2,2.7,2.9,0.9,5.7,3.2,0.0,1.1,3.0,0.6,1.6,2.6,0.0,0.4,0.5,21.7,0.0,0.1,0.2,0.1,0.2,2.4,0.3,0.5,1.0,3.8,0.0,0.0,6.9
2015,1.1.82,Transport,"1,312.0",84.6,85.4,366.5,775.5,80.8,0.0,0.0,23.1,255.0,0.1,8.9,0.4,143.1,76.9,0.2,22.4,0.0,0.4,0.0,15.3,0.7,0.0,24.1,52.9,3.1,8.6,0.0,12.5,1.1,8.0,9.3,28.6
2015,1.1.83,Informations and Communications Technology (ICT),24.7,0.1,0.3,0.4,23.8,4.6,0.2,0.4,0.2,1.8,0.5,0.2,0.3,0.3,1.2,0.0,1.1,0.2,0.1,0.2,0.7,0.2,0.2,7.9,0.2,0.4,0.2,0.2,0.1,0.3,0.3,0.3,1.6
2015,1.1.9,Energy projects to aid economic recovery (EERP),401.9,17.2,0.0,0.0,384.6,20.2,0.0,0.0,39.5,11.1,15.0,0.0,3.8,59.5,137.0,0.0,15.8,0.0,17.9,0.0,14.7,0.0,8.7,2.0,0.0,9.0,4.1,0.0,0.0,0.0,15.0,0.1,11.5
2015,1.1.DAG,Decentralised agencies,252.7,13.2,0.0,0.3,239.2,10.3,0.2,13.9,0.1,45.9,0.1,18.5,24.7,15.6,32.7,0.1,0.9,0.5,2.5,0.1,1.4,0.0,0.0,1.7,0.1,0.2,47.0,0.2,8.7,0.1,0.2,0.2,13.5
2015,1.1.OTH,Other actions and programmes,300.9,97.5,2.9,1.1,199.4,52.3,0.4,0.3,1.0,14.2,0.3,0.1,1.9,6.2,10.5,0.0,14.8,0.2,0.3,0.3,72.9,1.0,0.2,10.8,0.4,0.2,0.8,0.4,0.6,0.4,0.4,0.4,8.0
2015,1.1.PPA,Pilot projects and preparatory actions,17.0,0.0,1.3,0.0,15.7,5.4,0.0,0.0,0.3,0.6,0.1,1.6,0.1,0.9,2.4,0.1,1.1,0.0,0.1,0.0,0.0,0.1,0.0,0.7,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.5,0.7
2015,1.1.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,116.8,3.3,4.2,5.9,103.4,46.0,0.5,0.3,2.2,9.9,0.3,0.2,1.0,1.1,6.6,0.2,3.2,0.1,0.1,1.2,11.2,0.2,0.1,5.4,1.1,1.2,0.6,0.2,0.3,0.2,0.3,0.2,9.6
2015,1.2,"Economic, social and territorial cohesion","51,207.3",245.9,54.8,33.7,"50,872.9",412.0,"1,421.2","5,808.5",102.8,"2,704.2",154.8,129.1,"3,067.6","5,458.1","2,670.8",222.6,"5,219.8",62.3,663.0,197.9,14.9,"3,693.2",76.8,196.4,262.7,"7,985.6","1,215.7","3,392.5",624.5,"3,086.3",106.9,140.0,"1,782.7"
2015,1.2.1,Investment for growth and jobs,"48,279.6",234.2,0.0,0.2,"48,045.3",238.7,"1,386.8","5,767.1",76.3,"2,544.5",148.4,100.9,"2,816.4","5,100.2","2,308.0",194.7,"4,957.0",58.5,645.6,172.8,6.1,"3,503.5",76.7,184.4,159.5,"7,812.4","1,075.2","3,224.2",594.3,"3,053.6",104.8,96.8,"1,637.7"
2015,  1.2.11,Less developed regions (Regional convergence),"27,818.5",186.0,0.0,0.0,"27,632.5",34.4,830.9,"3,914.0",0.0,"1,537.5",114.0,0.0,"2,022.9","3,264.3",472.3,127.1,"4,014.4",0.0,406.8,129.8,0.0,"1,690.1",50.6,0.0,11.6,"3,894.3",854.0,"2,097.8",130.6,"1,610.9",0.0,0.0,424.3
2015,  1.2.12,Transition regions,785.7,0.4,0.0,0.0,785.4,9.8,0.0,0.0,0.8,108.3,0.0,0.0,141.9,401.9,46.3,0.0,21.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.7,0.0,7.9,0.0,0.0,0.0,0.0,0.0,41.2
2015,  1.2.13,More developed regions (Competitiveness),"7,562.7",30.9,0.0,0.2,"7,531.7",193.6,0.0,99.0,75.5,898.6,0.0,93.4,154.7,"1,231.0","1,782.9",0.0,921.4,32.3,0.0,0.0,6.0,12.7,0.0,184.4,147.2,62.3,68.2,25.2,12.7,161.6,101.9,94.9,"1,172.1"
2015,  1.2.14,Outermost and sparsely populated regions,25.4,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.9,1.9,0.0
2015,  1.2.15,Cohesion fund (including contribution to the Connecting EuropeFfacility CEF),"12,087.3",16.9,0.0,0.0,"12,070.3",0.9,555.9,"1,754.1",0.0,0.1,34.4,7.5,496.8,191.6,0.0,67.6,0.1,26.3,238.8,43.1,0.1,"1,800.7",20.6,0.0,0.0,"3,855.8",142.4,"1,101.2",451.0,"1,281.1",0.0,0.0,0.1
2015,1.2.2,European territorial cooperation,"1,288.0",9.6,51.1,0.0,"1,227.3",43.0,10.9,15.4,25.4,130.4,5.9,6.6,46.3,74.1,231.8,3.3,89.6,0.0,7.2,9.7,6.4,140.1,0.0,10.6,100.6,60.2,25.6,44.3,21.4,11.0,1.2,28.6,77.7
2015,1.2.3,Technical assistance and innovative actions,161.7,2.1,3.7,1.5,154.3,115.9,0.0,0.0,1.1,18.8,0.1,0.1,0.2,0.5,3.6,0.0,2.9,0.2,0.4,0.1,1.8,0.6,0.0,1.4,1.9,0.1,0.1,0.1,0.0,0.0,0.9,0.5,3.4
2015,1.2.31,Technical assistance,161.7,2.1,3.7,1.5,154.3,115.9,0.0,0.0,1.1,18.8,0.1,0.1,0.2,0.5,3.6,0.0,2.9,0.2,0.4,0.1,1.8,0.6,0.0,1.4,1.9,0.1,0.1,0.1,0.0,0.0,0.9,0.5,3.4
2015,1.2.32,Innovative actions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1.2.4,Fund for European Aid to the Most Deprived,45.5,0.0,0.0,0.0,45.5,0.1,0.0,0.0,0.0,8.7,0.4,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4
2015,1.2.5,Youth Employment Initiative (specific top-up allocation),"1,035.1",0.0,0.0,0.0,"1,035.1",12.8,16.6,4.2,0.0,0.0,0.0,21.5,51.5,283.0,93.0,19.9,170.3,3.6,8.7,9.5,0.0,15.4,0.0,0.0,0.0,75.7,114.8,33.4,2.8,21.7,0.0,13.2,63.4
2015,1.2.6,Contribution to the Connecting Europe Facility (CEF),393.6,0.0,0.0,31.8,361.7,1.2,6.9,21.8,0.0,0.0,0.0,0.0,153.4,0.0,0.0,4.7,0.0,0.0,0.0,5.7,0.7,33.6,0.1,0.0,0.0,37.2,0.0,90.5,5.9,0.0,0.0,0.0,0.1
2015,1.2.DAG,Decentralised agencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1.2.OTH,Other actions and programmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,1.2.PPA,Pilot projects and preparatory actions,3.7,0.0,0.0,0.1,3.7,0.5,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
2015,1.2.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2,SUSTAINABLE GROWTH: NATURAL RESOURCES,"58,065.5","1,430.7",24.0,124.9,"56,486.0",657.1,"1,107.3","1,140.0","1,074.1","6,041.0",181.6,"1,618.2","2,774.6","6,764.6","9,031.9",258.0,"5,473.0",82.9,253.7,528.4,56.0,"1,791.4",17.0,915.3,"1,144.9","5,079.0","1,097.8","2,987.7",191.3,566.5,960.3,904.0,"3,788.5"
2015,2.0.1,European Agricultural Guarantee Fund (EAGF) - Market related expenditure and direct payments,"44,939.6","1,076.5",2.4,0.3,"43,860.5",511.8,674.7,897.4,925.6,"5,247.9",119.7,"1,224.0","2,195.9","5,488.1","8,129.5",155.9,"4,065.7",58.6,167.9,414.7,36.1,"1,333.2",4.8,843.9,711.2,"3,545.3",736.3,"1,462.3",138.1,439.7,531.2,699.8,"3,101.2"
2015,  2.0.10,European Agricultural Guarantee Fund (EAGF) - Market related expenditure and direct payments,"44,939.6","1,076.5",2.4,0.3,"43,860.5",511.8,674.7,897.4,925.6,"5,247.9",119.7,"1,224.0","2,195.9","5,488.1","8,129.5",155.9,"4,065.7",58.6,167.9,414.7,36.1,"1,333.2",4.8,843.9,711.2,"3,545.3",736.3,"1,462.3",138.1,439.7,531.2,699.8,"3,101.2"
2015,,   Direct Aid,"42,168.0",752.7,0.0,0.0,"41,415.3",457.5,643.8,882.5,913.4,"5,135.3",110.7,"1,218.5","2,133.8","5,009.7","7,588.7",151.0,"3,524.6",51.1,156.5,393.7,33.1,"1,282.9",4.3,785.9,692.8,"3,352.9",630.0,"1,418.9",131.0,431.3,524.9,687.0,"3,069.3"
2015,,   Other,"2,771.6",323.8,2.4,0.3,"2,445.1",54.3,30.9,14.9,12.2,112.7,9.0,5.4,62.1,478.4,540.8,4.9,541.1,7.4,11.4,20.9,2.9,50.4,0.5,58.0,18.4,192.3,106.2,43.4,7.1,8.5,6.3,12.9,31.8
2015,2.0.2,European Agricultural Fund for Rural Development (EAFRD),"11,793.3",344.8,1.1,0.0,"11,447.4",87.5,415.4,233.8,64.6,723.3,47.5,381.9,509.9,"1,083.6",820.3,94.9,"1,295.3",20.8,74.9,106.9,15.1,450.7,9.8,50.4,421.9,"1,362.5",304.3,"1,501.5",46.7,122.5,406.6,175.7,619.1
2015,2.0.3,"European Maritime and Fisheries Fund (EMFF), Regional Fisheries Management Organisations (RFMOs) and Sustainable Fisheries Agreements (SFAs)",911.4,0.7,3.4,123.3,784.1,17.1,13.5,6.8,44.7,34.8,12.9,9.1,58.5,137.9,57.7,6.1,58.0,1.4,2.9,6.4,1.7,4.7,1.9,5.8,0.3,161.3,51.6,20.9,2.4,2.1,8.5,14.3,40.7
2015,2.0.31,European Maritime and Fisheries Fund (EMFF),785.9,0.0,3.4,1.7,780.9,17.1,13.5,6.8,44.7,34.7,12.9,9.1,58.5,136.7,57.7,6.1,56.7,1.4,2.9,6.4,1.7,4.7,1.9,5.8,0.3,161.3,51.6,20.9,2.4,2.1,8.5,14.3,40.1
2015,2.0.32,Sustainable Fisheries Partnership Agreements (SFAs) and compulsory contributions to Regional Fisheries,125.5,0.7,0.0,121.6,3.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
2015,2.0.4,Programme for the Environment and Climate Action (Life),341.1,2.0,15.6,0.5,323.0,35.0,3.7,2.0,5.6,34.5,1.5,3.2,9.4,46.3,22.2,1.0,46.0,2.1,7.9,0.3,2.8,2.6,0.5,12.3,11.5,9.8,5.6,2.8,3.9,2.0,8.4,14.2,25.9
2015,2.0.DAG,Decentralised agencies,58.3,6.6,0.0,0.1,51.6,1.7,0.0,0.0,33.0,0.3,0.0,0.1,0.1,7.9,0.4,0.1,1.0,0.0,0.0,0.0,0.3,0.1,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.1,5.6,0.1,0.1
2015,2.0.OTH,Other actions and programme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,2.0.PPA,Pilot projects and preparatory actions,13.4,0.0,1.6,0.7,11.2,1.0,0.0,0.0,0.6,0.1,0.0,0.0,0.7,0.8,1.7,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,1.5
2015,2.0.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,8.4,0.0,0.0,0.0,8.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3,SECURITY AND CITIZENSHIP,"2,018.5",47.3,5.3,31.0,"1,935.0",202.7,27.2,6.3,12.7,148.0,43.6,18.9,63.7,156.7,189.9,18.7,250.5,13.8,7.5,41.3,22.1,42.2,14.1,186.6,49.9,68.6,36.2,23.6,19.4,9.0,21.6,90.6,149.5
2015,3.0.1,"Asylum, Migration and Integration Fund",413.2,10.1,0.0,1.3,401.9,16.5,4.8,0.2,0.1,66.6,1.6,0.9,24.2,42.7,37.5,10.0,51.7,5.2,0.5,1.8,2.2,8.4,0.7,16.6,12.3,9.0,1.0,2.3,5.6,2.0,6.2,27.7,43.6
2015,3.0.2,Internal Security Fund,365.8,15.9,0.6,4.6,344.7,15.0,17.5,0.1,1.6,29.2,9.4,0.1,20.3,48.1,36.4,3.2,57.9,4.3,0.3,26.4,0.7,17.8,0.8,16.1,3.6,6.6,3.2,7.5,7.8,1.5,5.4,1.2,2.7
2015,3.0.3,IT Systems,19.3,2.9,0.1,0.0,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3.0.4,Justice Programme,32.2,2.6,0.7,0.0,28.9,14.8,0.2,0.0,0.0,1.3,0.1,0.2,0.1,0.6,1.8,0.2,1.8,0.1,0.3,0.1,0.5,0.4,0.2,2.7,1.0,0.1,0.2,0.4,0.1,0.1,0.0,0.0,1.7
2015,3.0.5,"Rights, Equality and Citizenship programme",39.6,0.9,0.7,0.0,38.0,11.5,0.4,0.1,0.1,3.3,0.2,0.4,0.9,1.2,2.4,0.3,4.6,1.0,0.3,0.1,0.2,0.3,0.0,2.1,1.3,0.1,0.5,0.7,0.2,0.0,0.3,0.7,4.7
2015,3.0.6,Union Civil Protection Mechanism,24.8,0.2,0.8,0.0,23.8,1.9,0.0,0.0,0.6,3.8,0.0,0.0,1.3,2.1,1.2,0.0,6.0,1.4,0.0,0.0,0.2,0.3,0.0,2.1,0.4,0.0,0.4,0.7,0.0,0.0,0.5,0.8,0.2
2015,3.0.7,Europe for Citizens,19.1,0.6,0.0,0.6,17.8,3.6,0.3,0.2,0.2,1.2,0.0,0.1,0.2,0.7,2.9,0.5,1.2,0.1,0.1,0.3,0.1,1.5,0.1,0.4,0.3,1.1,0.0,0.4,0.2,0.7,0.3,0.3,0.6
2015,3.0.8,Food and feed,205.7,3.3,1.3,0.2,200.8,17.8,0.9,0.8,1.2,10.0,0.3,13.7,4.1,32.8,15.6,1.0,22.9,0.8,1.0,3.5,1.8,3.6,0.0,6.1,0.9,11.8,2.4,3.4,1.0,1.5,0.3,0.5,41.1
2015,3.0.9,Union action in the field of health (Health Programme),47.8,0.5,0.0,2.1,45.2,9.6,0.1,0.3,0.2,2.8,0.1,0.5,0.6,2.7,6.8,0.2,3.9,0.1,0.1,0.2,4.8,0.3,0.0,3.1,1.1,0.2,0.6,0.2,0.4,1.0,1.2,0.3,3.8
2015,3.0.10,Consumer Programme,19.6,0.1,0.4,0.3,18.8,7.5,0.1,0.1,0.5,1.2,0.1,0.2,0.2,0.4,0.8,0.3,0.4,0.1,0.1,0.1,2.0,0.1,0.1,2.1,0.8,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.6
2015,3.0.11,Creative Europe Programme,169.2,3.3,0.7,4.2,161.0,26.0,0.9,2.6,6.0,16.7,0.5,1.4,2.7,9.3,32.5,1.2,11.6,0.2,0.7,0.7,2.0,1.6,0.0,8.3,4.0,5.8,1.7,1.2,2.8,0.4,3.3,4.8,12.0
2015,3.0.DAG,Decentralised agencies,560.9,6.4,0.0,13.8,540.6,25.7,1.2,1.1,1.3,8.5,30.7,0.6,7.6,13.4,25.9,1.4,83.7,0.1,3.5,7.6,6.7,6.4,11.8,124.9,22.9,32.1,25.1,5.2,0.7,0.9,3.2,53.0,35.4
2015,3.0.OTH,Other actions and programme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,3.0.PPA,Pilot projects and preparatory actions,11.6,0.0,0.0,0.0,11.6,2.2,0.1,0.0,0.6,0.9,0.0,0.2,0.4,0.5,1.7,0.1,1.8,0.3,0.0,0.0,0.2,0.6,0.0,0.3,0.4,0.0,0.3,0.0,0.1,0.0,0.0,0.0,1.1
2015,3.0.SPEC,Actions financed under the prerogatives of the Commission and specific competences conferred to the Commission,89.7,0.5,0.0,3.7,85.5,34.4,0.7,0.8,0.4,2.8,0.4,0.5,1.0,2.2,24.3,0.5,3.0,0.3,0.5,0.6,0.7,0.8,0.3,1.8,0.8,1.8,0.9,1.4,0.5,0.8,0.6,0.9,1.8
2015,4,GLOBAL EUROPE,"7,884.4",231.9,"1,611.6","5,902.9",138.0,0.0,25.4,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,46.4,0.0,0.1,0.2,0.4,0.0,6.4,0.0,0.0,0.0,26.9,0.0,29.3,1.4,0.5,0.0,0.0,0.0
2015,4.0.1,Instrument for Pre-accession Assistance (IPA),"1,526.1",20.1,206.8,"1,161.3",138.0,0.0,25.4,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,46.4,0.0,0.1,0.2,0.4,0.0,6.4,0.0,0.0,0.0,26.9,0.0,29.3,1.4,0.5,0.0,0.0,0.0
2015,4.0.OTH,other,"6,358.3",211.8,"1,404.9","4,741.7",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,5,ADMINISTRATION,"8,977.6",424.8,828.0,273.0,"7,451.8","4,521.6",11.5,15.1,53.5,206.9,8.6,47.7,28.9,96.2,328.8,8.9,259.3,7.5,9.3,10.3,"1,381.1",14.5,7.0,98.4,22.9,29.6,33.2,19.1,8.7,10.9,30.2,34.6,147.4
2015,6,COMPENSATIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,8,NEGATIVE RESERVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,9,SPECIAL INSTRUMENTS,287.9,35.5,0.0,60.2,192.2,2.9,18.9,0.0,0.0,0.0,0.0,0.4,20.0,0.0,25.9,17.6,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,8.5,18.4,0.0,2.6,0.0,0.0
2015,10,Total Expenditure,"145,243.2","3,267.2","3,751.7","8,115.7","130,108.6","6,951.9","2,729.5","7,074.7","1,528.6","11,013.3",442.6,"2,008.6","6,209.7","13,695.7","14,468.4",604.6,"12,338.5",203.3,981.6,877.2,"1,649.4","5,629.1",134.2,"2,359.2","1,787.4","13,357.7","2,595.4","6,538.0",939.9,"3,734.8","1,330.0","1,467.7","7,457.6"
2016,1,SMART AND INCLUSIVE GROWTH,"56,265.0",789.3,"2,501.0",877.3,"52,097.5","1,542.4","1,235.2","3,440.3",311.5,"3,334.6",356.0,325.4,"2,521.8","5,027.4","3,244.2",536.3,"5,915.0",88.6,328.6,691.1,229.4,"2,836.5",112.7,"1,086.0",475.4,"5,757.1","1,857.5","4,535.2",234.6,"2,075.0",464.1,587.7,"2,947.7"
2016,1.1,Competitiveness for growth and jobs,"18,461.2",745.3,"2,327.4",870.4,"14,518.0","1,336.1",83.2,123.1,280.7,"1,981.6",60.2,213.1,282.8,"1,247.7","2,216.0",39.0,"1,344.6",38.7,31.4,158.0,196.2,98.0,17.9,988.9,378.5,254.9,242.3,126.6,84.2,85.5,319.6,456.1,"1,833.1"
2016,1.1.1,Large infrastructure projects,"2,781.7",36.7,"1,019.2",77.5,"1,648.3",24.1,0.0,0.0,8.9,255.5,0.0,0.0,0.5,115.2,830.2,0.0,233.8,0.0,0.0,0.0,14.1,0.3,0.0,5.0,5.9,12.9,4.6,0.0,0.0,0.0,4.2,10.7,122.5
2016,1.1.10,European Fund for Strategic Investments (EFSI),"1,031.6",6.3,"1,011.7",0.0,13.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1.1.11,Implementation and exploitation of European satellite navigation systems (EGNOS and GALILEO),557.1,2.0,0.0,0.0,555.1,7.4,0.0,0.0,0.0,87.7,0.0,0.0,0.0,7.6,306.9,0.0,92.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6
2016,1.1.12,International Thermonuclear Experimental Reactor (ITER),601.8,28.4,6.3,61.0,506.2,1.9,0.0,0.0,0.5,15.8,0.0,0.0,0.0,75.2,323.0,0.0,79.5,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.2,0.9,0.0,0.0,0.0,0.7,0.8,7.1
2016,1.1.13,European Earth Observation Programme (Copernicus),591.2,0.0,1.2,16.6,573.4,14.4,0.0,0.0,8.4,152.0,0.0,0.0,0.5,32.3,200.2,0.0,62.1,0.0,0.0,0.0,0.7,0.2,0.0,4.2,5.7,12.7,3.6,0.0,0.0,0.0,3.5,9.9,62.8
